unique_value,first_letter,group
Acta Tropica **,A,7
Acta Zoologica Mexicana (nueva serie) **,A,7
Actas Dermo-Sifiliográficas (English Edition) **,A,7
Acteurs Publics,A,7
Acteurs Publics - Nominations,A,7
Action Co,A,7
Active and Passive Electronic Components **,A,7
Activist Post,A,7
Actu Labo,A,7
Actu Labo (English),A,7
Actu RDC,A,7
Actu-Environnement.com (French Language),A,7
Actualidad Aeroespacial (Spanish Language),A,7
Actualidad Contable Faces **,A,7
Actualidad Económica,A,7
Actuarial Post,A,7
Actusnews - English,A,7
Actusnews - French,A,7
Acute Pain **,A,7
Ad Dustour (Arabic),A,7
"Ad Express & Daily Iowegian (Centerville, Iowa)",A,7
Ad Gully,A,7
Ad Hoc Networks **,A,7
AdMedia Photos,A,7
AdNews,A,7
Ada Derana,A,7
Ada Evening News (Oklahoma),A,7
AdaDerana (Sri Lanka),A,7
Addictive Behaviors **,A,7
Addis Fortune,A,7
Addis Standard,A,7
Addison County Independent (Vermont),A,7
Addison Suburban Life (Illinois),A,7
Additives for Polymers **,A,7
Adgully,A,7
Adhesives & Sealants Industry **,A,7
Adhesives & Sealants Industry 2016,A,7
Adicciones **,A,7
Administering Oregon Estates (OSB),A,7
Administering Trusts in Oregon (OSB),A,7
Administracao: Ensino e Pesquisa - RAEP **,A,7
Administration & Society,A,7
Administration of Trusts in Florida,A,7
Administrative Law,A,8
Administrative Law - Index,A,8
Administrative Law Decisions,A,8
Administrative Law Emerging Issues,A,8
Administrative Law Journal,A,8
Administração: Ensino e Pesquisa **,A,8
Admiralty Emerging Issues,A,8
"AdnkroNos International, Rome",A,8
Adnkronos - General (Italian Language),A,8
"Adnkronos - Labor News (Italy, Italian Language)",A,8
"Adnkronos - Salute (Italy, Italian Language)",A,8
"Adnkronos - Sustainability (Italy, Italian Language)",A,8
Adoption Law and Practice,A,8
Adoption and Reproductive Technology Law in Massachusetts (MCLE),A,8
"Adoption, Paternity and Other Florida Family Practice",A,8
"Advance-News (Ogdensburg, New York)",A,8
Advanced Drug Delivery Reviews **,A,8
Advanced Engineering Informatics **,A,8
Advanced Powder Technology **,A,8
Advanced Private Equity Term Sheets and Series A Documents,A,8
Advances Traditional Medicine,A,8
Advances in Accounting **,A,8
Advances in Acoustics and Vibration **,A,8
Advances in Anesthesia **,A,8
Advances in Astronomy **,A,8
Advances in Bioinformatics **,A,8
Advances in Biological Regulation **,A,8
Advances in Chronic Kidney Disease (Elsevier) **,A,8
Advances in Civil Engineering **,A,8
Advances in Climate Change Research **,A,8
Advances in Colloid and Interface Science **,A,8
Advances in Decision Sciences **,A,8
Advances in Dermatology **,A,8
Advances in Engineering Software and Workstations **,A,8
Advances in Fuzzy Systems **,A,8
Advances in High Energy Physics **,A,8
Advances in Human - Computer Interaction **,A,8
Advances in Materials Science and Engineering **,A,8
Advances in Meteorology **,A,8
Advances in Multimedia **,A,8
Advances in Optical Technologies **,A,8
Advances in Optoelectronics **,A,8
Advances in Pediatrics **,A,8
Advances in Pharmacology and Toxicology **,A,8
Advances in Physical Chemistry **,A,8
Advances in Power Electronics **,A,8
Advances in Space Research **,A,8
Advances in Surgery **,A,8
Advances in Therapy,A,8
Advances in Tribology **,A,8
Advances in Water Resources **,A,8
"Advertiser Times (Warren, Michigan)",A,8
Advertising Age,A,8
Advertising Age Creativity,A,8
Advertising Claim Substantiation Handbook,A,8
Advertising Industry Newswire,A,8
"Advertising, Marketing & Public Relations Monitor Worldwide",A,8
Advice Trade,A,8
Advising Oregon Businesses Series (OSB),A,8
"Advocate Tribune (Granite Falls, Minnesota)",A,8
Advocate: Lake Highlands Edition (Texas),A,8
Advocate: Lakewood - East Dallas Edition (Texas),A,8
Advocate: Oak Cliff Edition (Dallas),A,8
Advocate: Preston Hollow Edition,A,8
"Aero-Naves (Chile, Spanish Language)",A,8
Aeroflap (Portuguese Language),A,8
Aeroin,A,8
Aerospace America,A,8
Aerospace International,A,8
Aerospatium (French Language),A,8
Aesthetic Authority,A,8
AfU Company Information Scandinavia: Financial Figures,A,8
"AfU Company Information Scandinavia: Ownership Data, Shareholders and Board",A,8
AfU Company Information: Detaillierte Unternehmensprofile (German Language),A,8
AfU Company Information: Financial Figures,A,8
AfU Company Information: Mutual Fund Holdings - Asian Blue Chips,A,8
AfU Company Information: Mutual Fund Holdings - Eastern Europe/Austria,A,8
AfU Company Information: Mutual Fund Holdings - German Top Indices,A,8
AfU Company Information: Mutual Fund Holdings - International Blue Chips,A,8
AfU Company Information: Mutual Fund Holdings - Scandinavia,A,8
AfU Company Information: Mutual Fund Holdings - USA Blue Chips,A,8
"AfU Company Information: Ownership Data, Shareholders and Board",A,8
AfU Company Information: Scandinavian Company Profiles,A,8
AfU Genussschein Report (German Language),A,8
AfU Mutual Fund Information - Green Funds/SRI Funds,A,8
Affari Italiani (Italian Language),A,8
AfreePress,A,8
Africa Assets,A,8
Africa Business,A,8
Africa News,A,8
Africa Newswire,A,8
Africa Oil & Gas Monitor Today,A,8
Africa Power Monitor Today,A,8
Africa Quarterly,A,8
Africa Renewal,A,8
Africa Review,A,8
AfricaFocus Bulletin,A,8
AfricaHotNews.com,A,8
African Banker (English),A,8
African Banking Review This Week,A,8
African Business **,A,9
African Eye News Service,A,9
African Eye Report,A,9
African Journal of Primary Health Care & Family Medicine,A,9
African Journal of Urology **,A,9
African Manager (Arabic),A,9
African Manager (English),A,9
African Manager(French Language),A,9
African Media Agency (AMA) Feed,A,9
African Media Agency (AMA) Feed (French),A,9
African Press Organization,A,9
African Press Organization - Arabic,A,9
African Press Organization - Français,A,9
African Press Organization - Portuguese,A,9
African Press Organization - Spanish,A,9
African Telecom & IT Review This Week,A,9
Africanews (English),A,9
Africanews (French),A,9
Afriki Presse,A,9
"Aftenposten (Norway, Norwegian Language)",A,9
"Afternoon Despatch & Courier (Mumbai, India)",A,9
Afternoon Voice (India),A,9
"Ag Journal (La Junta, Colorado)",A,9
AgWeb.com,A,9
Agassiz-Harrison Observer,A,9
Age Discrimination Litigation,A,9
Ageing Research Reviews **,A,9
Agence Belga (French Language),A,9
Agence Centrafricaine de Presse,A,9
Agence Congolaise de Presse (French),A,9
Agence Djiboutienne d'Information (ADI),A,9
Agence Ecofin (Francais),A,9
Agence Europe (Italian Language),A,9
Agence France Press - Chinese (Simplified),A,9
Agence France Presse - English,A,9
Agence France Presse - Français,A,9
Agence France Presse - German,A,9
Agence France Presse - Portuguese,A,9
Agence France Presse - Spanish,A,9
Agence France Presse Arabic,A,9
Agence Gabonaise de Presse,A,9
Agence Malienne de Presse et de Publicité (AMAP),A,9
Agence Marocaine De Presse (MAP),A,9
Agence Marocaine De Presse (MAP) (Spanish),A,9
Agence Marocaine De Presse (MAP)(Arabic),A,9
Agence Marocaine De Presse (MAP)(French),A,9
Agence Mauritanienne d'Information (AMI - Arabic),A,9
Agence Mauritanienne d'Information (AMI - French),A,9
Agence Mauritanienne d'Information (AMI),A,9
Agence Nouakchott d'Information,A,9
Agence Tawary pour l'Informations (Arabic),A,9
Agence Togolaise de Presse (ATOP),A,9
Agence d'Information d'Afrique Centrale,A,9
Agence d'Informations du Burkina (French),A,9
Agence de Presse Africaine (APAnews) (English),A,9
Agence de Presse Africaine (APAnews) (French),A,9
Agence de Presse Sénégalaise (French),A,9
"Agencia Diarios y Noticias (Argentina, Spanish Language)",A,9
"Agencia Estado, Brazil",A,9
Agencia STP Press,A,9
Agencia de Informacao de Mocambique (English),A,9
Agencia de Noticies Andorrana (Catalan Language),A,9
Agency Reporter,A,9
Agency Sales **,A,9
Agency Tunis Afrique Press (Al Bawaba),A,9
Agency Tunis Afrique Press (French),A,9
Agency Tunis Afrique Press (TAP) (Arabic),A,9
Agenda Internacional **,A,9
"Agenparl (Italy, Italian Language)",A,9
Agent Sales Journal,A,9
Agentschap Belga,A,9
Agenzia Giornalistica Italia,A,9
"Agerpres, Bucharest, Romania",A,9
"Aggie Sports (Bryan-College Station, Texas)",A,9
Aggregates Manager,A,9
Aggression and Violent Behavior **,A,9
Agraaf,A,9
Agraaf.nl,A,9
Agri Investor,A,9
Agri-Pulse.com,A,9
Agri-View (Wisconsin),A,9
AgriNews,A,9
Agriculturaemar.com (Portuguese Language),A,9
Agricultural Biotechnology **,A,9
Agricultural Law,A,9
Agricultural Research **,A,9
Agricultural Systems **,A,9
Agricultural Water Management **,A,9
Agricultural and Forest Meteorology **,A,9
Agricultural and Resource Economics Review **,A,9
Agriculture Daily,A,9
Agriculture Decisions,A,9
Agriculture Dive,A,9
Agriculture Monitor Worldwide,A,9
Agriculture World,A,9
"Agriculture, Ecosystems & Environment **",A,9
Agriwatch,A,9
"AgroNotizie (Italy, Italian Language)",A,9
AgroSpectrum India,A,9
Agrobusiness Analysis (Portuguese Language),A,9
Agronomía Costarricense **,A,10
Agroportal (Portuguese Language),A,10
Agrosintesis (Spanish Language),A,10
Agweek,A,10
Agència Catalana de Notícies,A,10
Agência Autodata Newsletter (Portuguese Language),A,10
Agência Brasil - Brazil Federal Government News Français,A,10
Agência Brasil - Brazil Federal Government News em Português,A,10
Agência Brasil - Brazil Federal Government News en Español,A,10
Agência Brasil - Brazil Federal Government News in English,A,10
Agência CMA,A,10
Agência CMA LatAm,A,10
Agência CMA Latam,A,10
Agência Lusa - Serviço Desporto,A,10
"Agência Lusa - Serviço Economia (Portugal, Portuguese Language)",A,10
Agência Lusa - Serviço Internacional,A,10
"Agência Lusa - Serviço Nacional (Portugal, Portuguese Language)",A,10
Agência Safras,A,10
Agência de Notícias de Moçambique - AIM (Portuguese),A,10
AiCIO,A,10
AiTrade,A,10
Aidentified,A,10
Aiken Standard (South Carolina),A,10
Air Cargo News,A,10
Air Cargo Update,A,10
Air Cargo Update (Online),A,10
Air Cargo World,A,10
"Air Conditioning, Heating & Refrigeration News (ProQuest) **",A,10
Air Force Comptroller **,A,10
Air Force Law Review,A,10
Air Force Times - Digital Edition,A,10
Air Force Times - Newspaper Edition,A,10
Air Medical Journal **,A,10
Air Power History **,A,10
Air Traffic Management,A,10
Air Transport World (Penton),A,10
Air and Space Power Journal **,A,10
AirFinance Journal,A,10
AirGuide - Frequent Flyer Destinations Magazine,A,10
AirGuide Business & AirGuideBusiness.com,A,10
Airclaims Airline News,A,10
Aircraft Alert,A,10
Aircraft Engineering and Aerospace Technology **,A,10
Aircraft Value News,A,10
Airdrie & Coatbridge Advertiser,A,10
Airdrie Echo,A,10
Airguide Online **,A,10
Airline Business,A,10
Airline Industry Information,A,10
Airman **,A,10
Airports International **,A,10
Aitkin Independent Age (Minnesota),A,10
Ajel (Arabic),A,10
Ak-Chin Community Court,A,10
Ak-Chin Community Tribal Law,A,10
Akhbaar24.com,A,10
Akher Saa,A,10
Akihabara news,A,10
Akkerwijzer,A,10
Akkerwijzer.nl,A,10
Akron Beacon Journal (Ohio),A,10
Akron Beacon Journal Online (Ohio),A,10
Akron Journal of Constitutional Law and Policy - ConLawNow,A,10
Akron Law Review,A,10
Akron News-Reporter (Colorado),A,10
Akron Tax Journal,A,10
Aktienanalysen von Bastian Galuschka (German Language),A,10
Aktienpremium Trader ETF-Erstvorstellung,A,10
Aktienpremium Trader Erstvorstellung,A,10
Al Aan TV,A,10
Al Ahdath Al Maghribia,A,10
Al Akhbar,A,10
Al Arab (Arabic),A,10
Al Araby Al Jadeed (Arabic),A,10
Al Ayam (Arabic),A,10
Al Ayyam,A,10
Al Baath,A,10
Al Bawaba Business,A,10
Al Bayan (Arabic),A,10
Al Bayane,A,10
Al Bilad (Saudi Arabia - Arabic),A,10
Al Chile,A,10
Al Chourouk,A,10
Al Día (Costa Rica),A,10
Al Fahal Newsletter,A,10
Al Fajr (Arabic),A,10
Al Ghad,A,10
Al Gomhurriah (Arabic),A,10
Al Hayat,A,10
Al Hayat Al-Jadedah,A,10
Al Hayat Newspaper,A,10
Al Ittihad (Arabic),A,10
Al Jamahir,A,10
Al Jaras,A,10
Al Jazeera Africa,A,10
Al Jazeera English,A,10
Al Jazirah (Arabic),A,10
Al Jubail Today,A,10
Al Khaleej (Arabic),A,10
Al Mada,A,10
Al Manar,A,11
Al Mar'a (Arabic),A,11
Al Qabas,A,11
Al Rai,A,11
Al Rayah,A,11
Al Riyadh,A,11
Al Riyadh (Arabic),A,11
Al Sabah,A,11
Al Sahwa (Arabic),A,11
Al Shabiba (Arabic),A,11
Al Sharq (Qatar - Arabic),A,11
Al Vefagh,A,11
Al Watan (Arabic),A,11
Al Watan (Saudi Arabia - Arabic),A,11
Al Watan (UAE - Arabic),A,11
Al Watan Al Arabi,A,11
Al Watwan (Arabic),A,11
Al Watwan (French),A,11
Al Wihda,A,11
Al-Akhbar,A,11
Al-Alam News,A,11
Al-Alam News (ARABIC),A,11
Al-Arab (Arabic),A,11
Al-Arab Weekly,A,11
Al-Bawaba,A,11
Al-Eqtesadia,A,11
Al-Hikmat,A,11
"Al-Masdar News (Sana'a, Yemen)",A,11
Al-Masry Al-Youm (Arabic),A,11
Al-Seyassah,A,11
Al-Yamamah,A,11
Al-marsd.com,A,11
AlArabiya.net,A,11
AlArabiya.net (Arabic),A,11
AlRoya.com (Arabic),A,11
Alabama Automobile Accident Law,A,11
Alabama Automobile Accident Law - Index,A,11
Alabama Civil Practice Forms,A,11
Alabama Civil Procedure,A,11
Alabama Civil Procedure - Index,A,11
Alabama Civil Rights & Civil Liberties Law Review,A,11
Alabama DOR Orders,A,11
Alabama Employment Law,A,11
Alabama Employment Law - Index,A,11
Alabama Estate Planning and Will Drafting with Forms,A,11
Alabama Estate Planning and Will Drafting with Forms- Index,A,11
Alabama Judicial Inquiry Commission,A,11
Alabama Jury Verdict Reporter,A,11
Alabama Jury Verdicts,A,11
Alabama Law Review,A,11
Alabama Legislative Bill History,A,11
Alabama Legislative Review Service,A,11
Alabama Market Conduct Examinations,A,11
Alabama Municipal Codes,A,11
Alabama Pattern Jury Instructions - Civil*,A,11
Alabama Pattern Jury Instructions - Criminal Proceedings*,A,11
Alabama Rules of Criminal Procedure,A,11
Alabama Tax Practice Insights (Expert Commentary on AL Tax Laws),A,11
Alabama Tort Law,A,11
Alabama Workers' Compensation Law and Handbook,A,11
Alabama's Criminal Justice System (CAP)*,A,11
Alabaster Reporter (Alabama),A,11
Alakhbar (Arabic),A,11
Alakhbar (French),A,11
Alalam Alyom,A,11
Alam Aliktisaad Wala'mal (Arabic),A,11
Alameda Journal (California),A,11
"Alameda Times-Star (Alameda, CA)",A,11
Alarab (Arabic),A,11
Alaska Bar Rag,A,11
Alaska Civil Pattern Jury Instructions,A,11
Alaska Commission on Judicial Conduct,A,11
Alaska Criminal Pattern Jury Instructions,A,11
Alaska Journal of Commerce,A,11
Alaska Law Review,A,11
Alaska Legislative Bill History,A,11
Alaska Municipal Codes,A,11
Alaska Tax Practice Insights (Expert Commentary on AK Tax Laws),A,11
Alaswaq.net (Arabic),A,11
Albany Business Review **,A,11
"Albany Democrat-Herald, Ore.",A,11
Albany Government Law Review,A,11
Albany Law Environmental Outlook,A,11
Albany Law Journal of Science and Technology,A,11
Albany Law Review,A,11
Albawaba.com,A,11
Albawaba.com (Arabic),A,11
Albawaba.com Insights,A,11
Alberni Valley News,A,11
Alberni Valley Times (British Columbia),A,11
Albert & Logan News (Australia),A,11
Albert Lea Tribune (Minnesota),A,11
Alberta Annual Statutes,A,11
Alberta Corporations Law Guide,A,11
Alberta Employment Standards Umpire Decisions,A,11
Alberta Energy Regulator Decisions (f/k/a Alberta Energy Resources Conservation Board),A,11
Alberta Energy and Utilities Board Decisions,A,11
Alberta Environmental Appeals Board Decisions,A,11
Alberta Grievance Arbitration Awards,A,11
Alberta Grievance Arbitration Awards Index,A,11
Alberta Information and Privacy Commissioner Orders and Reports,A,12
Alberta Judgments,A,12
Alberta Labour Relations Board Decisions Index,A,12
Alberta Labour Relations Board Reports,A,12
Alberta Land Compensation Board Decisions,A,12
Alberta Law Review.,A,12
Alberta Metis Settlements Appeal Tribunal Decisions,A,12
Alberta Municipal Government Board Orders,A,12
Alberta Regulations,A,12
Alberta Repealed Regulations,A,12
Alberta Repealed Statutes,A,12
Alberta Rules of Court,A,12
Alberta Securities Commission Decisions,A,12
Alberta Statutes,A,12
Alberta Surface Rights Board Decisions,A,12
Alberta Utilities Commission Decisions,A,12
Albion New Era (Indiana),A,12
Alborsanews.com,A,12
Albuquerque Business First (New Mexico) **,A,12
Albuquerque Journal (New Mexico) **,A,12
Albuquerque Journal: Blogs (New Mexico),A,12
Alcohol **,A,12
"Alcohol, Food Service and Entertainment Licensing (MCLE)",A,12
Aldergrove Star,A,12
Alea: Estudos Neolatinos **,A,12
Alekhbariya.net,A,12
Aleqtisadiyah (Arabic),A,12
Alfa : Revista de Linguistica **,A,12
Alfa: Revista de Lingüística **,A,12
Algeria Press Service (Arabic),A,12
Algeria Press Service (French),A,12
Algerie Maintenant,A,12
Algerie360,A,12
Algoa Sun,A,12
Algérie-Focus (French Language),A,12
Alhambra Source (California),A,12
Alhindelyom.com (Arabic),A,12
"Alicante Plaza (Valencian Community, Spain, Spanish Language)",A,12
Alice Echo-News Journal (Texas),A,12
"Alimarket Alimentación - Análisis (Spain, Spanish Language)",A,12
"Alimarket ConstrucciÃ³n - AnÃ¡lisis (Spain, Spanish Language)",A,12
"Alimarket Electrodomésticos - Análisis (Spain, Spanish Language)",A,12
"Alimarket Envase - Análisis (Spain, Spanish Language)",A,12
"Alimarket Hosteleria - Análisis (Spain, Spanish Language)",A,12
"Alimarket Non Food - Análisis (Spain, Spanish Language)",A,12
"Alimarket Salud - Análisis (Spain, Spanish Language)",A,12
"Alimarket Transporte - Análisis (Spain, Spanish Language)",A,12
Alimarket-Alimentacion,A,12
Alimarket-Construcción,A,12
Alimarket-Electrodomésticos,A,12
Alimarket-Energía (Spanish Language),A,12
Alimarket-Envase,A,12
Alimarket-Hosteleria,A,12
Alimarket-Non Food,A,12
Alimarket-Salud,A,12
Alimarket-Transporte,A,12
Alive,A,12
Aljazeera.net,A,12
Alkawthar TV,A,12
Alkhabar Aleqtesady476502,A,12
Alkhafji.net,A,12
All About Cable and Broadband,A,12
All Africa,A,12
All ER Reprints,A,12
All ER Reprints Extension,A,12
All England Commercial Cases,A,12
All England Law Reports,A,12
All England Law Reports (European Cases) (Archive),A,12
All England Law Reports Index and Tables,A,12
All England Official Transcripts (1997-2008),A,12
All England Reporter,A,12
All Songs Considered (blog ONLY),A,12
All Tech Considered,A,12
All Things Considered,A,12
All state tax statutes,A,12
All-China Federation of Industry and Commerce (ACFIC) - News,A,12
AllAboutFeed (English),A,12
AllAfrica (English),A,12
AllAfrica (French),A,12
AllAfrica News Wire (English),A,12
AllAfrica News Wire (French),A,12
